"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 15 17:53:19 GMT 2023","Tue Aug 15 17:53:21 GMT 2023","1643","Booking_API","api_test/api_tests.spec.js","","","","[bk-3] POST/booking",""
"passed","Tue Aug 15 17:53:21 GMT 2023","Tue Aug 15 17:53:21 GMT 2023","256","Booking_API","api_test/api_tests.spec.js","","","","[bk-4] PUT/booking{id}",""
"failed","Tue Aug 15 17:53:34 GMT 2023","Tue Aug 15 17:53:36 GMT 2023","1501","Booking_UI","ui_tests/ui_tests.spec.js","","","","Buy Me a Tea And a Cake",""
"passed","Tue Aug 15 17:53:21 GMT 2023","Tue Aug 15 17:53:21 GMT 2023","254","Booking_API","api_test/api_tests.spec.js","","","","[bk-6] DELETE/booking{id}",""
"failed","Tue Aug 15 17:53:24 GMT 2023","Tue Aug 15 17:53:24 GMT 2023","382","Booking_API","api_test/api_tests.spec.js","","","","[bk-7] PUT/booking{id} - faild",""
"passed","Tue Aug 15 17:53:18 GMT 2023","Tue Aug 15 17:53:19 GMT 2023","376","Booking_API","api_test/api_tests.spec.js","","","","[bk-1] GET/ping",""
"passed","Tue Aug 15 17:53:19 GMT 2023","Tue Aug 15 17:53:19 GMT 2023","256","Booking_API","api_test/api_tests.spec.js","","","","[bk-2] POST/auth",""
"passed","Tue Aug 15 17:53:21 GMT 2023","Tue Aug 15 17:53:21 GMT 2023","255","Booking_API","api_test/api_tests.spec.js","","","","[bk-5] PATCH/booking{id}",""
"passed","Tue Aug 15 17:53:36 GMT 2023","Tue Aug 15 17:53:41 GMT 2023","5070","Booking_UI","ui_tests/ui_tests.spec.js","","","","Web site",""
"passed","Tue Aug 15 17:53:26 GMT 2023","Tue Aug 15 17:53:29 GMT 2023","3585","Booking_UI","ui_tests/ui_tests.spec.js","","","","API Docs",""
"broken","Tue Aug 15 17:54:50 GMT 2023","Tue Aug 15 17:55:24 GMT 2023","33948","Booking_UI","ui_tests/ui_tests.spec.js","","","","Code #4",""
