"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Sep 04 09:05:17 GMT 2022","Sun Sep 04 09:05:17 GMT 2022","374","Booking_API","api_test/api_tests.spec.js","","","","[bk-4] PUT/booking{id}",""
"failed","Sun Sep 04 09:05:20 GMT 2022","Sun Sep 04 09:05:20 GMT 2022","365","Booking_API","api_test/api_tests.spec.js","","","","[bk-5] PATCH/booking{id}",""
"failed","Sun Sep 04 09:05:10 GMT 2022","Sun Sep 04 09:05:11 GMT 2022","370","Booking_API","api_test/api_tests.spec.js","","","","[bk-2] POST/auth",""
"failed","Sun Sep 04 09:05:07 GMT 2022","Sun Sep 04 09:05:08 GMT 2022","374","Booking_API","api_test/api_tests.spec.js","","","","[bk-1] GET/ping",""
"failed","Sun Sep 04 09:05:35 GMT 2022","Sun Sep 04 09:05:35 GMT 2022","191","Booking_UI","ui_tests/ui_tests.spec.js","","","","Web site",""
"failed","Sun Sep 04 09:05:30 GMT 2022","Sun Sep 04 09:05:30 GMT 2022","196","Booking_UI","ui_tests/ui_tests.spec.js","","","","API Docs",""
"failed","Sun Sep 04 09:05:26 GMT 2022","Sun Sep 04 09:05:26 GMT 2022","373","Booking_API","api_test/api_tests.spec.js","","","","[bk-7] PUT/booking{id} - faild",""
"failed","Sun Sep 04 09:05:32 GMT 2022","Sun Sep 04 09:05:33 GMT 2022","192","Booking_UI","ui_tests/ui_tests.spec.js","","","","Buy Me a Tea And a Cake",""
"failed","Sun Sep 04 09:05:14 GMT 2022","Sun Sep 04 09:05:14 GMT 2022","368","Booking_API","api_test/api_tests.spec.js","","","","[bk-3] POST/booking",""
"failed","Sun Sep 04 09:05:23 GMT 2022","Sun Sep 04 09:05:23 GMT 2022","368","Booking_API","api_test/api_tests.spec.js","","","","[bk-6] DELETE/booking{id}",""
"failed","Sun Sep 04 09:05:37 GMT 2022","Sun Sep 04 09:05:37 GMT 2022","192","Booking_UI","ui_tests/ui_tests.spec.js","","","","Code #4",""
