"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 03 13:45:05 GMT 2023","Fri Mar 03 13:45:05 GMT 2023","231","Booking_API","api_test/api_tests.spec.js","","","","[bk-6] DELETE/booking{id}",""
"passed","Fri Mar 03 13:45:04 GMT 2023","Fri Mar 03 13:45:04 GMT 2023","243","Booking_API","api_test/api_tests.spec.js","","","","[bk-3] POST/booking",""
"passed","Fri Mar 03 13:45:27 GMT 2023","Fri Mar 03 13:45:31 GMT 2023","3193","Booking_UI","ui_tests/ui_tests.spec.js","","","","Code #4",""
"passed","Fri Mar 03 13:45:03 GMT 2023","Fri Mar 03 13:45:04 GMT 2023","361","Booking_API","api_test/api_tests.spec.js","","","","[bk-1] GET/ping",""
"passed","Fri Mar 03 13:45:04 GMT 2023","Fri Mar 03 13:45:04 GMT 2023","239","Booking_API","api_test/api_tests.spec.js","","","","[bk-2] POST/auth",""
"passed","Fri Mar 03 13:45:04 GMT 2023","Fri Mar 03 13:45:05 GMT 2023","245","Booking_API","api_test/api_tests.spec.js","","","","[bk-4] PUT/booking{id}",""
"failed","Fri Mar 03 13:45:19 GMT 2023","Fri Mar 03 13:45:20 GMT 2023","1541","Booking_UI","ui_tests/ui_tests.spec.js","","","","Buy Me a Tea And a Cake",""
"passed","Fri Mar 03 13:45:09 GMT 2023","Fri Mar 03 13:45:13 GMT 2023","4083","Booking_UI","ui_tests/ui_tests.spec.js","","","","API Docs",""
"passed","Fri Mar 03 13:45:05 GMT 2023","Fri Mar 03 13:45:05 GMT 2023","231","Booking_API","api_test/api_tests.spec.js","","","","[bk-5] PATCH/booking{id}",""
"passed","Fri Mar 03 13:45:21 GMT 2023","Fri Mar 03 13:45:27 GMT 2023","6806","Booking_UI","ui_tests/ui_tests.spec.js","","","","Web site",""
"failed","Fri Mar 03 13:45:07 GMT 2023","Fri Mar 03 13:45:07 GMT 2023","345","Booking_API","api_test/api_tests.spec.js","","","","[bk-7] PUT/booking{id} - faild",""
